"Year","Industries_luok","Municipality","Bankruptcies instigated, number of enterprises","Bankruptcies instigated, number of employees"
"2023","Industry unknown","Kiuruvesi",0,0
"2023","Industry unknown","Kivijärvi",0,0
"2023","Industry unknown","Kokemäki",0,0
"2023","Industry unknown","Kokkola",0,0
"2023","Industry unknown","Kolari",0,0
"2023","Industry unknown","Konnevesi",0,0
"2023","Industry unknown","Kontiolahti",0,0
"2023","Industry unknown","Korsnäs",0,0
"2023","Industry unknown","Koski Tl",0,0
"2023","Industry unknown","Kotka",0,0
"2023","Industry unknown","Kouvola",0,0
"2023","Industry unknown","Kristinestad",0,0
"2023","Industry unknown","Kronoby",0,0
"2023","Industry unknown","Kuhmo",0,0
"2023","Industry unknown","Kuhmoinen",0,0
"2023","Industry unknown","Kumlinge",0,0
"2023","Industry unknown","Kuopio",0,0
"2023","Industry unknown","Kuortane",0,0
"2023","Industry unknown","Kurikka",1,1
"2023","Industry unknown","Kustavi",0,0
"2023","Industry unknown","Kuusamo",0,0
"2023","Industry unknown","Kyyjärvi",0,0
"2023","Industry unknown","Kärkölä",0,0
"2023","Industry unknown","Kärsämäki",0,0
"2023","Industry unknown","Kökar",0,0
"2023","Industry unknown","Lahti",1,1
"2023","Industry unknown","Laihia",0,0
"2023","Industry unknown","Laitila",0,0
"2023","Industry unknown","Lapinjärvi",0,0
"2023","Industry unknown","Lapinlahti",0,0
"2023","Industry unknown","Lappajärvi",0,0
"2023","Industry unknown","Lappeenranta",0,0
"2023","Industry unknown","Lapua",0,0
"2023","Industry unknown","Laukaa",0,0
"2023","Industry unknown","Lemi",0,0
"2023","Industry unknown","Lemland",0,0
"2023","Industry unknown","Lempäälä",0,0
"2023","Industry unknown","Leppävirta",0,0
"2023","Industry unknown","Lestijärvi",0,0
"2023","Industry unknown","Lieksa",0,0
"2023","Industry unknown","Lieto",0,0
"2023","Industry unknown","Liminka",0,0
"2023","Industry unknown","Liperi",0,0
"2023","Industry unknown","Lohja",0,0
"2023","Industry unknown","Loimaa",0,0
"2023","Industry unknown","Loppi",0,0
"2023","Industry unknown","Loviisa",0,0
"2023","Industry unknown","Luhanka",0,0
"2023","Industry unknown","Lumijoki",0,0
"2023","Industry unknown","Lumparland",0,0
"2023","Industry unknown","Larsmo",0,0
"2023","Industry unknown","Luumäki",0,0
"2023","Industry unknown","Malax",0,0
"2023","Industry unknown","Mariehamn",0,0
"2023","Industry unknown","Marttila",1,1
"2023","Industry unknown","Masku",0,0
"2023","Industry unknown","Merijärvi",0,0
"2023","Industry unknown","Merikarvia",0,0
"2023","Industry unknown","Miehikkälä",0,0
"2023","Industry unknown","Mikkeli",0,0
"2023","Industry unknown","Muhos",0,0
"2023","Industry unknown","Multia",0,0
"2023","Industry unknown","Muonio",0,0
"2023","Industry unknown","Korsholm",0,0
"2023","Industry unknown","Muurame",0,0
"2023","Industry unknown","Mynämäki",0,0
"2023","Industry unknown","Myrskylä",0,0
"2023","Industry unknown","Mäntsälä",0,0
"2023","Industry unknown","Mänttä-Vilppula",0,0
"2023","Industry unknown","Mäntyharju",0,0
"2023","Industry unknown","Naantali",0,0
"2023","Industry unknown","Nakkila",0,0
"2023","Industry unknown","Nivala",0,0
"2023","Industry unknown","Nokia",0,0
"2023","Industry unknown","Nousiainen",0,0
"2023","Industry unknown","Nurmes",0,0
"2023","Industry unknown","Nurmijärvi",0,0
"2023","Industry unknown","Närpes",0,0
"2023","Industry unknown","Orimattila",0,0
"2023","Industry unknown","Oripää",0,0
"2023","Industry unknown","Orivesi",0,0
"2023","Industry unknown","Oulainen",0,0
"2023","Industry unknown","Oulu",0,0
"2023","Industry unknown","Outokumpu",0,0
"2023","Industry unknown","Padasjoki",0,0
"2023","Industry unknown","Paimio",0,0
"2023","Industry unknown","Paltamo",0,0
"2023","Industry unknown","Pargas",0,0
"2023","Industry unknown","Parikkala",0,0
"2023","Industry unknown","Parkano",0,0
"2023","Industry unknown","Pedersöre",0,0
"2023","Industry unknown","Pelkosenniemi",0,0
"2023","Industry unknown","Pello",0,0
"2023","Industry unknown","Perho",0,0
"2023","Industry unknown","Petäjävesi",0,0
"2023","Industry unknown","Pieksämäki",0,0
"2023","Industry unknown","Pielavesi",0,0
"2023","Industry unknown","Jakobstad",0,0
"2023","Industry unknown","Pihtipudas",0,0
"2023","Industry unknown","Pirkkala",0,0
"2023","Industry unknown","Polvijärvi",0,0
"2023","Industry unknown","Pomarkku",0,0
"2023","Industry unknown","Pori",0,0
"2023","Industry unknown","Pornainen",0,0
"2023","Industry unknown","Porvoo",0,0
"2023","Industry unknown","Posio",0,0
"2023","Industry unknown","Pudasjärvi",0,0
"2023","Industry unknown","Pukkila",0,0
"2023","Industry unknown","Punkalaidun",0,0
"2023","Industry unknown","Puolanka",0,0
"2023","Industry unknown","Puumala",0,0
"2023","Industry unknown","Pyhtää",0,0
"2023","Industry unknown","Pyhäjoki",0,0
"2023","Industry unknown","Pyhäjärvi",0,0
"2023","Industry unknown","Pyhäntä",0,0
"2023","Industry unknown","Pyhäranta",0,0
"2023","Industry unknown","Pälkäne",0,0
"2023","Industry unknown","Pöytyä",0,0
"2023","Industry unknown","Raahe",0,0
"2023","Industry unknown","Raseborg",0,0
"2023","Industry unknown","Raisio",0,0
"2023","Industry unknown","Rantasalmi",0,0
"2023","Industry unknown","Ranua",0,0
"2023","Industry unknown","Rauma",0,0
"2023","Industry unknown","Rautalampi",0,0
"2023","Industry unknown","Rautavaara",0,0
"2023","Industry unknown","Rautjärvi",1,1
"2023","Industry unknown","Reisjärvi",0,0
"2023","Industry unknown","Riihimäki",0,0
"2023","Industry unknown","Ristijärvi",0,0
"2023","Industry unknown","Rovaniemi",0,0
"2023","Industry unknown","Ruokolahti",0,0
"2023","Industry unknown","Ruovesi",0,0
"2023","Industry unknown","Rusko",0,0
"2023","Industry unknown","Rääkkylä",0,0
"2023","Industry unknown","Saarijärvi",0,0
"2023","Industry unknown","Salla",0,0
"2023","Industry unknown","Salo",0,0
"2023","Industry unknown","Saltvik",0,0
"2023","Industry unknown","Sastamala",0,0
"2023","Industry unknown","Sauvo",0,0
"2023","Industry unknown","Savitaipale",0,0
"2023","Industry unknown","Savonlinna",1,1
"2023","Industry unknown","Savukoski",0,0
"2023","Industry unknown","Seinäjoki",0,0
"2023","Industry unknown","Sievi",0,0
"2023","Industry unknown","Siikainen",0,0
"2023","Industry unknown","Siikajoki",0,0
"2023","Industry unknown","Siikalatva",0,0
"2023","Industry unknown","Siilinjärvi",0,0
"2023","Industry unknown","Simo",0,0
"2023","Industry unknown","Sipoo",0,0
"2023","Industry unknown","Siuntio",0,0
"2023","Industry unknown","Sodankylä",0,0
"2023","Industry unknown","Soini",0,0
"2023","Industry unknown","Somero",0,0
"2023","Industry unknown","Sonkajärvi",0,0
"2023","Industry unknown","Sotkamo",0,0
"2023","Industry unknown","Sottunga",0,0
"2023","Industry unknown","Sulkava",0,0
"2023","Industry unknown","Sund",0,0
"2023","Industry unknown","Suomussalmi",0,0
"2023","Industry unknown","Suonenjoki",0,0
"2023","Industry unknown","Sysmä",0,0
"2023","Industry unknown","Säkylä",0,0
"2023","Industry unknown","Taipalsaari",0,0
"2023","Industry unknown","Taivalkoski",0,0
"2023","Industry unknown","Taivassalo",0,0
"2023","Industry unknown","Tammela",0,0
"2023","Industry unknown","Tampere",0,0
"2023","Industry unknown","Tervo",0,0
"2023","Industry unknown","Tervola",0,0
"2023","Industry unknown","Teuva",0,0
"2023","Industry unknown","Tohmajärvi",0,0
"2023","Industry unknown","Toholampi",0,0
"2023","Industry unknown","Toivakka",0,0
"2023","Industry unknown","Tornio",0,0
"2023","Industry unknown","Turku",0,0
"2023","Industry unknown","Tuusniemi",0,0
"2023","Industry unknown","Tuusula",0,0
"2023","Industry unknown","Tyrnävä",0,0
"2023","Industry unknown","Ulvila",1,1
"2023","Industry unknown","Urjala",0,0
"2023","Industry unknown","Utajärvi",0,0
"2023","Industry unknown","Utsjoki",0,0
"2023","Industry unknown","Uurainen",0,0
"2023","Industry unknown","Nykarleby",0,0
"2023","Industry unknown","Uusikaupunki",1,1
"2023","Industry unknown","Vaala",0,0
"2023","Industry unknown","Vaasa",0,0
"2023","Industry unknown","Valkeakoski",0,0
"2023","Industry unknown","Vantaa",1,1
"2023","Industry unknown","Varkaus",0,0
"2023","Industry unknown","Vehmaa",0,0
"2023","Industry unknown","Vesanto",0,0
"2023","Industry unknown","Vesilahti",0,0
"2023","Industry unknown","Veteli",0,0
"2023","Industry unknown","Vieremä",0,0
"2023","Industry unknown","Vihti",0,0
"2023","Industry unknown","Viitasaari",0,0
"2023","Industry unknown","Vimpeli",0,0
"2023","Industry unknown","Virolahti",0,0
"2023","Industry unknown","Virrat",0,0
"2023","Industry unknown","Vårdö",0,0
"2023","Industry unknown","Vörå",0,0
"2023","Industry unknown","Ylitornio",0,0
"2023","Industry unknown","Ylivieska",0,0
"2023","Industry unknown","Ylöjärvi",1,1
"2023","Industry unknown","Ypäjä",0,0
"2023","Industry unknown","Ähtäri",0,0
"2023","Industry unknown","Äänekoski",0,0
"2024","Total","WHOLE COUNTRY",3488,13777
"2024","Total","Akaa",10,24
"2024","Total","Alajärvi",1,1
"2024","Total","Alavieska",3,9
"2024","Total","Alavus",7,55
"2024","Total","Asikkala",5,15
"2024","Total","Askola",3,5
"2024","Total","Aura",4,13
"2024","Total","Brändö",0,0
"2024","Total","Eckerö",3,9
"2024","Total","Enonkoski",0,0
"2024","Total","Enontekiö",0,0
"2024","Total","Espoo",201,694
"2024","Total","Eura",9,12
"2024","Total","Eurajoki",4,8
"2024","Total","Evijärvi",8,16
"2024","Total","Finström",1,1
"2024","Total","Forssa",7,13
"2024","Total","Föglö",0,0
"2024","Total","Geta",0,0
"2024","Total","Haapajärvi",2,16
"2024","Total","Haapavesi",0,0
"2024","Total","Hailuoto",0,0
"2024","Total","Halsua",1,3
"2024","Total","Hamina",5,10
"2024","Total","Hammarland",0,0
"2024","Total","Hankasalmi",4,5
"2024","Total","Hanko",7,8
"2024","Total","Harjavalta",2,3
"2024","Total","Hartola",1,5
"2024","Total","Hattula",1,2
"2024","Total","Hausjärvi",5,11
"2024","Total","Heinola",6,20
"2024","Total","Heinävesi",0,0
"2024","Total","Helsinki",678,3151
"2024","Total","Hirvensalmi",1,1
"2024","Total","Hollola",12,132
"2024","Total","Huittinen",12,33
"2024","Total","Humppila",0,0
"2024","Total","Hyrynsalmi",2,2
"2024","Total","Hyvinkää",34,153
"2024","Total","Hämeenkyrö",3,8
"2024","Total","Hämeenlinna",34,133
"2024","Total","Ii",6,15
"2024","Total","Iisalmi",14,53
"2024","Total","Iitti",4,10
"2024","Total","Ikaalinen",4,15
"2024","Total","Ilmajoki",8,21
"2024","Total","Ilomantsi",2,2
"2024","Total","Imatra",13,47
"2024","Total","Inari",4,6
"2024","Total","Ingå",3,3
"2024","Total","Isojoki",3,11
"2024","Total","Isokyrö",4,4
"2024","Total","Janakkala",10,40
"2024","Total","Joensuu",47,127
"2024","Total","Jokioinen",4,24
"2024","Total","Jomala",2,3
"2024","Total","Joroinen",8,32
"2024","Total","Joutsa",3,3
"2024","Total","Juuka",3,16
"2024","Total","Juupajoki",2,6
"2024","Total","Juva",2,3
"2024","Total","Jyväskylä",91,479
"2024","Total","Jämijärvi",1,1
"2024","Total","Jämsä",11,70
"2024","Total","Järvenpää",29,146
"2024","Total","Kaarina",18,157
"2024","Total","Kaavi",4,11
"2024","Total","Kajaani",14,46
"2024","Total","Kalajoki",3,5
"2024","Total","Kangasala",22,50
"2024","Total","Kangasniemi",5,10
"2024","Total","Kankaanpää",11,59
"2024","Total","Kannonkoski",0,0
"2024","Total","Kannus",1,1
"2024","Total","Karijoki",1,4
"2024","Total","Karkkila",7,8
"2024","Total","Karstula",4,11
"2024","Total","Karvia",1,1
"2024","Total","Kaskinen",0,0
"2024","Total","Kauhajoki",6,27
"2024","Total","Kauhava",13,73
"2024","Total","Kauniainen",4,29
"2024","Total","Kaustinen",2,2
"2024","Total","Keitele",1,16
"2024","Total","Kemi",10,29
"2024","Total","Kemijärvi",6,47
"2024","Total","Keminmaa",3,3
"2024","Total","Kimitoön",15,30
"2024","Total","Kempele",10,228
"2024","Total","Kerava",28,63
"2024","Total","Keuruu",7,18
"2024","Total","Kihniö",0,0
"2024","Total","Kinnula",1,7
"2024","Total","Kirkkonummi",20,40
"2024","Total","Kitee",8,20
"2024","Total","Kittilä",4,4
"2024","Total","Kiuruvesi",7,10
"2024","Total","Kivijärvi",0,0
"2024","Total","Kokemäki",4,10
"2024","Total","Kokkola",29,109
"2024","Total","Kolari",1,1
"2024","Total","Konnevesi",1,1
"2024","Total","Kontiolahti",13,42
"2024","Total","Korsnäs",1,1
"2024","Total","Koski Tl",2,2
"2024","Total","Kotka",23,91
"2024","Total","Kouvola",44,137
"2024","Total","Kristinestad",4,8
"2024","Total","Kronoby",3,7
"2024","Total","Kuhmo",7,20
"2024","Total","Kuhmoinen",3,6
"2024","Total","Kumlinge",0,0
"2024","Total","Kuopio",78,346
"2024","Total","Kuortane",3,28
"2024","Total","Kurikka",16,38
"2024","Total","Kustavi",0,0
"2024","Total","Kuusamo",9,39
"2024","Total","Kyyjärvi",0,0
"2024","Total","Kärkölä",1,8
"2024","Total","Kärsämäki",0,0
"2024","Total","Kökar",0,0
"2024","Total","Lahti",63,397
"2024","Total","Laihia",6,13
"2024","Total","Laitila",6,12
"2024","Total","Lapinjärvi",0,0
"2024","Total","Lapinlahti",2,5
"2024","Total","Lappajärvi",4,53
"2024","Total","Lappeenranta",30,73
"2024","Total","Lapua",7,18
"2024","Total","Laukaa",13,81
"2024","Total","Lemi",1,1
"2024","Total","Lemland",0,0
"2024","Total","Lempäälä",16,51
"2024","Total","Leppävirta",7,12
"2024","Total","Lestijärvi",1,1
"2024","Total","Lieksa",8,19
"2024","Total","Lieto",8,24
"2024","Total","Liminka",5,10
"2024","Total","Liperi",6,7
"2024","Total","Lohja",21,46
"2024","Total","Loimaa",10,29
"2024","Total","Loppi",4,10
"2024","Total","Loviisa",9,27
"2024","Total","Luhanka",1,3
"2024","Total","Lumijoki",1,1
"2024","Total","Lumparland",0,0
"2024","Total","Larsmo",0,0
"2024","Total","Luumäki",1,16
"2024","Total","Malax",4,16
"2024","Total","Mariehamn",4,6
"2024","Total","Marttila",2,10
"2024","Total","Masku",6,11
"2024","Total","Merijärvi",2,2
"2024","Total","Merikarvia",1,2
"2024","Total","Miehikkälä",0,0
"2024","Total","Mikkeli",22,82
"2024","Total","Muhos",7,20
"2024","Total","Multia",0,0
"2024","Total","Muonio",2,2
"2024","Total","Korsholm",7,12
"2024","Total","Muurame",3,4
"2024","Total","Mynämäki",2,2
"2024","Total","Myrskylä",2,2
"2024","Total","Mäntsälä",21,67
"2024","Total","Mänttä-Vilppula",5,12
"2024","Total","Mäntyharju",3,5
"2024","Total","Naantali",14,80
"2024","Total","Nakkila",1,1
"2024","Total","Nivala",3,9
"2024","Total","Nokia",12,44
"2024","Total","Nousiainen",5,9
"2024","Total","Nurmes",7,16
"2024","Total","Nurmijärvi",27,118
"2024","Total","Närpes",1,1
"2024","Total","Orimattila",5,12
